"book_name", "chapter_number", "chunk_list_id", "original_text_chunk", "original_text_chunk_char_count","summary_chunk","summary_text_chunk_char_count"Sherlock Homes,11,1,"['“Holmes,”said I as I stood one morning in our bow-window looking down the street,“here is a madman coming along. It seems rather sad that his relativesshould allow him to come out alone.” My friend rose lazily from his armchair and stood with his hands in the pocketsof his dressing-gown, looking over my shoulder. It was a bright, crisp Februarymorning, and the snow of the day before still lay deep upon the ground,shimmering brightly in the wintry sun. Down the centre of Baker Street it hadbeen ploughed into a brown crumbly band by the traffic, but at either side andon the heaped-up edges of the footpaths it still lay as white as when it fell.The grey pavement had been cleaned and scraped, but was still dangerouslyslippery, so that there were fewer passengers than usual. Indeed, from thedirection of the Metropolitan Station no one was coming save the singlegentleman whose eccentric conduct had drawn my attention. He was a man of about fifty, tall, portly, and imposing, with a massive,strongly marked face and a commanding figure. He was dressed in a sombre yetrich style, in black frock-coat, shining hat, neat brown gaiters, and well-cutpearl-grey trousers. Yet his actions were in absurd contrast to the dignity ofhis dress and features, for he was running hard, with occasional littlesprings, such as a weary man gives who is little accustomed to set any tax uponhis legs. As he ran he jerked his hands up and down, waggled his head, andwrithed his face into the most extraordinary contortions. “What on earth can be the matter with him?” I asked. “He islooking up at the numbers of the houses.” “I believe that he is coming here,” said Holmes, rubbing his hands. “Here?” “Yes; I rather think he is coming to consult me professionally. I thinkthat I recognise the symptoms. Ha! did I not tell you?” As he spoke, theman, puffing and blowing, rushed at our door and pulled at our bell until thewhole house resounded with the clanging. A few moments later he was in our room, still puffing, still gesticulating, butwith so fixed a look of grief and despair in his eyes that our smiles wereturned in an instant to horror and pity. For a while he could not get his wordsout, but swayed his body and plucked at his hair like one who has been drivento the extreme limits of his reason. Then, suddenly springing to his feet, hebeat his head against the wall with such force that we both rushed upon him andtore him away to the centre of the room. Sherlock Holmes pushed him down intothe easy-chair and, sitting beside him, patted his hand and chatted with him inthe easy, soothing tones which he knew so well how to employ. “You have come to me to tell your story, have you not?” said he.“You are fatigued with your haste. Pray wait until you have recoveredyourself, and then I shall be most happy to look into any little problem whichyou may submit to me.” The man sat for a minute or more with a heaving chest, fighting against his']",2942,"The narrator, presumably Dr. Watson, and Sherlock Holmes observe a man behaving strangely in the streets of London. Though well-dressed, the man is running and gesticulating wildly. Holmes predicts the man is coming to consult him, and sure enough, the man stops at their residence. He appears distressed and beats his head against the wall once he enters their home. Holmes calms him down and assures him that he will help with the man's problem once he has recovered.",469
Sherlock Homes,11,2,"['emotion. Then he passed his handkerchief over his brow, set his lips tight, andturned his face towards us. “No doubt you think me mad?” said he. “I see that you have had some great trouble,” responded Holmes. “God knows I have!—a trouble which is enough to unseat my reason,so sudden and so terrible is it. Public disgrace I might have faced, although Iam a man whose character has never yet borne a stain. Private affliction alsois the lot of every man; but the two coming together, and in so frightful aform, have been enough to shake my very soul. Besides, it is not I alone. Thevery noblest in the land may suffer unless some way be found out of thishorrible affair.” “Pray compose yourself, sir,” said Holmes, “and let me have aclear account of who you are and what it is that has befallen you.” “My name,” answered our visitor, “is probably familiar toyour ears. I am Alexander Holder, of the banking firm of Holder &Stevenson, of Threadneedle Street.” The name was indeed well known to us as belonging to the senior partner in thesecond largest private banking concern in the City of London. What could havehappened, then, to bring one of the foremost citizens of London to this mostpitiable pass? We waited, all curiosity, until with another effort he bracedhimself to tell his story. “I feel that time is of value,” said he; “that is why Ihastened here when the police inspector suggested that I should secure yourco-operation. I came to Baker Street by the Underground and hurried from thereon foot, for the cabs go slowly through this snow. That is why I was so out ofbreath, for I am a man who takes very little exercise. I feel better now, and Iwill put the facts before you as shortly and yet as clearly as I can. “It is, of course, well known to you that in a successful bankingbusiness as much depends upon our being able to find remunerative investmentsfor our funds as upon our increasing our connection and the number of ourdepositors. One of our most lucrative means of laying out money is in the shapeof loans, where the security is unimpeachable. We have done a good deal in thisdirection during the last few years, and there are many noble families to whomwe have advanced large sums upon the security of their pictures, libraries, orplate. “Yesterday morning I was seated in my office at the bank when a card wasbrought in to me by one of the clerks. I started when I saw the name, for itwas that of none other than—well, perhaps even to you I had better say nomore than that it was a name which is a household word all over theearth—one of the highest, noblest, most exalted names in England. I wasoverwhelmed by the honour and attempted, when he entered, to say so, but heplunged at once into business with the air of a man who wishes to hurry quicklythrough a disagreeable task. “‘Mr. Holder,’ said he, ‘I have been informedthat you are in the habit of advancing money.’']",2897,"A visibly distressed man, Alexander Holder, seeks Sherlock Holmes's help in a matter causing him personal public disgrace and private affliction. Holder, the senior partner in the second largest private banking firm in London, is known for investing in secure loans. He is troubled by a situation involving an important figure in England who approached him for a loan. Holder is desperate to find a solution to the issue, fearing the consequences not just for himself but for his high-profile client too. Holmes advises Holder to calm down and explain his situation more clearly.",579
Sherlock Homes,11,3,"['that you are in the habit of advancing money.’ “‘The firm does so when the security is good.’ Ianswered. “‘It is absolutely essential to me,’ said he, ‘that Ishould have £ 50,000 at once. I could, of course, borrow so trifling a sum tentimes over from my friends, but I much prefer to make it a matter of businessand to carry out that business myself. In my position you can readilyunderstand that it is unwise to place one’s self under obligations.’ “‘For how long, may I ask, do you want this sum?’ Iasked. “‘Next Monday I have a large sum due to me, and I shall thenmost certainly repay what you advance, with whatever interest you think itright to charge. But it is very essential to me that the money should be paidat once.’ “‘I should be happy to advance it without further parley frommy own private purse,’ said I, ‘were it not that the strain wouldbe rather more than it could bear. If, on the other hand, I am to do it in thename of the firm, then in justice to my partner I must insist that, even inyour case, every businesslike precaution should be taken.’ “‘I should much prefer to have it so,’ said he, raisingup a square, black morocco case which he had laid beside his chair. ‘Youhave doubtless heard of the Beryl Coronet?’ “‘One of the most precious public possessions of theempire,’ said I. “‘Precisely.’ He opened the case, and there, imbeddedin soft, flesh-coloured velvet, lay the magnificent piece of jewellery which hehad named. ‘There are thirty-nine enormous beryls,’ said he,‘and the price of the gold chasing is incalculable. The lowest estimatewould put the worth of the coronet at double the sum which I have asked. I amprepared to leave it with you as my security.’ “I took the precious case into my hands and looked in some perplexityfrom it to my illustrious client. “‘You doubt its value?’ he asked. “‘Not at all. I only doubt—’ “‘The propriety of my leaving it. You may set your mind atrest about that. I should not dream of doing so were it not absolutely certainthat I should be able in four days to reclaim it. It is a pure matter of form.Is the security sufficient?’ “‘Ample.’ “‘You understand, Mr. Holder, that I am giving you a strongproof of the confidence which I have in you, founded upon all that I have heardof you. I rely upon you not only to be discreet and to refrain from all gossipupon the matter but, above all, to preserve this coronet with every possibleprecaution because I need not say that a great public scandal would be causedif any harm were to befall it. Any injury to it would be almost as serious asits complete loss, for there are no beryls in the world to match these, and itwould be impossible to replace them. I leave it with you, however, with everyconfidence, and I shall call for it in person on Monday morning.’ “Seeing that my client was anxious to leave, I said no more but, callingfor my cashier, I ordered him to pay over fifty £ 1000 notes. When I was alone']",2931,"The protagonist is approached by a man who requests a loan of £50,000, assuring he will repay it in four days. The protagonist hesitates to personally loan the amount due to the strain it would impose on his own resources. The man then offers the Beryl Coronet, a highly valuable piece of jewellery, as security. The protagonist accepts, and the man entrusts him with the Coronet, stressing that causing any harm to it would result in a major scandal due to its unrivaled worth. The protagonist proceeds to give the man fifty £1000 notes, respecting his need for discretion and immediate payment.",596
Sherlock Homes,11,4,"['once more, however, with the precious case lying upon the table in front of me,I could not but think with some misgivings of the immense responsibility whichit entailed upon me. There could be no doubt that, as it was a nationalpossession, a horrible scandal would ensue if any misfortune should occur toit. I already regretted having ever consented to take charge of it. However, itwas too late to alter the matter now, so I locked it up in my private safe andturned once more to my work. “When evening came I felt that it would be an imprudence to leave soprecious a thing in the office behind me. Bankers’ safes had been forcedbefore now, and why should not mine be? If so, how terrible would be theposition in which I should find myself! I determined, therefore, that for thenext few days I would always carry the case backward and forward with me, sothat it might never be really out of my reach. With this intention, I called acab and drove out to my house at Streatham, carrying the jewel with me. I didnot breathe freely until I had taken it upstairs and locked it in the bureau ofmy dressing-room. “And now a word as to my household, Mr. Holmes, for I wish you tothoroughly understand the situation. My groom and my page sleep out of thehouse, and may be set aside altogether. I have three maid-servants who havebeen with me a number of years and whose absolute reliability is quite abovesuspicion. Another, Lucy Parr, the second waiting-maid, has only been in myservice a few months. She came with an excellent character, however, and hasalways given me satisfaction. She is a very pretty girl and has attractedadmirers who have occasionally hung about the place. That is the only drawbackwhich we have found to her, but we believe her to be a thoroughly good girl inevery way. “So much for the servants. My family itself is so small that it will nottake me long to describe it. I am a widower and have an only son, Arthur. Hehas been a disappointment to me, Mr. Holmes—a grievous disappointment. Ihave no doubt that I am myself to blame. People tell me that I have spoiledhim. Very likely I have. When my dear wife died I felt that he was all I had tolove. I could not bear to see the smile fade even for a moment from his face. Ihave never denied him a wish. Perhaps it would have been better for both of ushad I been sterner, but I meant it for the best. “It was naturally my intention that he should succeed me in my business,but he was not of a business turn. He was wild, wayward, and, to speak thetruth, I could not trust him in the handling of large sums of money. When hewas young he became a member of an aristocratic club, and there, havingcharming manners, he was soon the intimate of a number of men with long pursesand expensive habits. He learned to play heavily at cards and to squander moneyon the turf, until he had again and again to come to me and implore me to give']",2896,"The narrator is tasked with safeguarding a precious national possession, a responsibility that causes him anxiety given the potential scandal should anything happen to it. Despite regretting his decision to accept this task, he decides to keep it with him at all times. Concerned about potential security breaches, he avoids leaving it in his bank's safe and instead takes the case home. He places high trust in his three long-serving maids, and has a relatively newer maid, Lucy, who also seems dependable. The narrator is a widower with a disappointing son, Arthur. Arthur lacks business aptitude, shows wild and wayward tendencies, and has proven to be irresponsible with money. His habits included heavy gambling and wasteful spending, often leading him to ask his father for financial rescue.",797
Sherlock Homes,11,5,"['him an advance upon his allowance, that he might settle his debts of honour. Hetried more than once to break away from the dangerous company which he waskeeping, but each time the influence of his friend, Sir George Burnwell, wasenough to draw him back again. “And, indeed, I could not wonder that such a man as Sir George Burnwellshould gain an influence over him, for he has frequently brought him to myhouse, and I have found myself that I could hardly resist the fascination ofhis manner. He is older than Arthur, a man of the world to his finger-tips, onewho had been everywhere, seen everything, a brilliant talker, and a man ofgreat personal beauty. Yet when I think of him in cold blood, far away from theglamour of his presence, I am convinced from his cynical speech and the lookwhich I have caught in his eyes that he is one who should be deeply distrusted.So I think, and so, too, thinks my little Mary, who has a woman’s quickinsight into character. “And now there is only she to be described. She is my niece; but when mybrother died five years ago and left her alone in the world I adopted her, andhave looked upon her ever since as my daughter. She is a sunbeam in myhouse—sweet, loving, beautiful, a wonderful manager and housekeeper, yetas tender and quiet and gentle as a woman could be. She is my right hand. I donot know what I could do without her. In only one matter has she ever goneagainst my wishes. Twice my boy has asked her to marry him, for he loves herdevotedly, but each time she has refused him. I think that if anyone could havedrawn him into the right path it would have been she, and that his marriagemight have changed his whole life; but now, alas! it is too late—forevertoo late! “Now, Mr. Holmes, you know the people who live under my roof, and I shallcontinue with my miserable story. “When we were taking coffee in the drawing-room that night after dinner,I told Arthur and Mary my experience, and of the precious treasure which we hadunder our roof, suppressing only the name of my client. Lucy Parr, who hadbrought in the coffee, had, I am sure, left the room; but I cannot swear thatthe door was closed. Mary and Arthur were much interested and wished to see thefamous coronet, but I thought it better not to disturb it. “‘Where have you put it?’ asked Arthur. “‘In my own bureau.’ “‘Well, I hope to goodness the house won’t be burgledduring the night.’ said he. “‘It is locked up,’ I answered. “‘Oh, any old key will fit that bureau. When I was ayoungster I have opened it myself with the key of the box-room cupboard.’ “He often had a wild way of talking, so that I thought little of what hesaid. He followed me to my room, however, that night with a very grave face. “‘Look here, dad,’ said he with his eyes cast down,‘can you let me have £ 200?’ “‘No, I cannot!’ I answered sharply. ‘I have beenfar too generous with you in money matters.’ “‘You have been very kind,’ said he, ‘but I must']",2937,"The protagonist gave a description of his household, stated his close association with a certain Sir George Burnwell - a charismatic and cynical man, his adopted daughter (his deceased brother's child) whom he greatly values, and his son, Arthur. Arthur is trying to break free from the bad influence of his friend, Sir George, and even proposed twice to the protagonist's daughter, whom he’s hopelessly in love with. But she rejected Arthur’s proposition every time. The protagonist thinks that if she had accepted the proposal, Arthur would have been saved from his current path of self-destruction. The protagonist has something valuable hidden in his home. One night, after sharing this information with Arthur and his daughter (leaving out the identity of the client), Arthur asked for £200 which the protagonist refused to give.",834
Sherlock Homes,11,6,"['“‘You have been very kind,’ said he, ‘but I musthave this money, or else I can never show my face inside the club again.’ “‘And a very good thing, too!’ I cried. “‘Yes, but you would not have me leave it a dishonouredman,’ said he. ‘I could not bear the disgrace. I must raise themoney in some way, and if you will not let me have it, then I must try othermeans.’ “I was very angry, for this was the third demand during the month.‘You shall not have a farthing from me,’ I cried, on which he bowedand left the room without another word. “When he was gone I unlocked my bureau, made sure that my treasure wassafe, and locked it again. Then I started to go round the house to see that allwas secure—a duty which I usually leave to Mary but which I thought itwell to perform myself that night. As I came down the stairs I saw Mary herselfat the side window of the hall, which she closed and fastened as I approached. “‘Tell me, dad,’ said she, looking, I thought, a littledisturbed, ‘did you give Lucy, the maid, leave to go out to-night?’ “‘Certainly not.’ “‘She came in just now by the back door. I have no doubt thatshe has only been to the side gate to see someone, but I think that it ishardly safe and should be stopped.’ “‘You must speak to her in the morning, or I will if youprefer it. Are you sure that everything is fastened?’ “‘Quite sure, dad.’ “‘Then, good-night.’ I kissed her and went up to mybedroom again, where I was soon asleep. “I am endeavouring to tell you everything, Mr. Holmes, which may have anybearing upon the case, but I beg that you will question me upon any point whichI do not make clear.” “On the contrary, your statement is singularly lucid.” “I come to a part of my story now in which I should wish to beparticularly so. I am not a very heavy sleeper, and the anxiety in my mindtended, no doubt, to make me even less so than usual. About two in the morning,then, I was awakened by some sound in the house. It had ceased ere I was wideawake, but it had left an impression behind it as though a window had gentlyclosed somewhere. I lay listening with all my ears. Suddenly, to my horror,there was a distinct sound of footsteps moving softly in the next room. Islipped out of bed, all palpitating with fear, and peeped round the corner ofmy dressing-room door. “‘Arthur!’ I screamed, ‘you villain! you thief!How dare you touch that coronet?’ “The gas was half up, as I had left it, and my unhappy boy, dressed onlyin his shirt and trousers, was standing beside the light, holding the coronetin his hands. He appeared to be wrenching at it, or bending it with all hisstrength. At my cry he dropped it from his grasp and turned as pale as death. Isnatched it up and examined it. One of the gold corners, with three of theberyls in it, was missing. “‘You blackguard!’ I shouted, beside myself with rage.‘You have destroyed it! You have dishonoured me forever! Where are thejewels which you have stolen?’']",2930,"The narrator is upset with a man named Arthur who has repeatedly asked him for money. This time, Arthur implies he will procure the funds via illicit means, which angers the narrator. Later, the narrator witnesses a suspicious incident involving his maid, Lucy. That night, he awakes to sounds in the house and catches Arthur attempting to vandalize a valuable coronet. Some of the jewels are missing and the narrator accuses Arthur of thievery and dishonoring him.",465
Sherlock Homes,11,7,"['jewels which you have stolen?’ “‘Stolen!’ he cried. “‘Yes, thief!’ I roared, shaking him by the shoulder. “‘There are none missing. There cannot be any missing,’said he. “‘There are three missing. And you know where they are. MustI call you a liar as well as a thief? Did I not see you trying to tear offanother piece?’ “‘You have called me names enough,’ said he, ‘Iwill not stand it any longer. I shall not say another word about this business,since you have chosen to insult me. I will leave your house in the morning andmake my own way in the world.’ “‘You shall leave it in the hands of the police!’ Icried half-mad with grief and rage. ‘I shall have this matter probed tothe bottom.’ “‘You shall learn nothing from me,’ said he with apassion such as I should not have thought was in his nature. ‘If youchoose to call the police, let the police find what they can.’ “By this time the whole house was astir, for I had raised my voice in myanger. Mary was the first to rush into my room, and, at the sight of thecoronet and of Arthur’s face, she read the whole story and, with ascream, fell down senseless on the ground. I sent the housemaid for the policeand put the investigation into their hands at once. When the inspector and aconstable entered the house, Arthur, who had stood sullenly with his armsfolded, asked me whether it was my intention to charge him with theft. Ianswered that it had ceased to be a private matter, but had become a publicone, since the ruined coronet was national property. I was determined that thelaw should have its way in everything. “‘At least,’ said he, ‘you will not have mearrested at once. It would be to your advantage as well as mine if I mightleave the house for five minutes.’ “‘That you may get away, or perhaps that you may conceal whatyou have stolen,’ said I. And then, realising the dreadful position inwhich I was placed, I implored him to remember that not only my honour but thatof one who was far greater than I was at stake; and that he threatened to raisea scandal which would convulse the nation. He might avert it all if he wouldbut tell me what he had done with the three missing stones. “‘You may as well face the matter,’ said I; ‘youhave been caught in the act, and no confession could make your guilt moreheinous. If you but make such reparation as is in your power, by telling uswhere the beryls are, all shall be forgiven and forgotten.’ “‘Keep your forgiveness for those who ask for it,’ heanswered, turning away from me with a sneer. I saw that he was too hardened forany words of mine to influence him. There was but one way for it. I called inthe inspector and gave him into custody. A search was made at once not only ofhis person but of his room and of every portion of the house where he couldpossibly have concealed the gems; but no trace of them could be found, norwould the wretched boy open his mouth for all our persuasions and our threats.']",2919,"The narrator accuses a man named Arthur of stealing three jewels, presumed to be part of a national treasure, a coronet. Despite Arthur's denial, the narrator is certain of his guilt and calls the police to probe into the matter and potentially arrest Arthur. An intense argument ensues, leading to a great commotion and causing Mary, who appears to sympathize with Arthur after reading the whole situation, to faint. Arthur refuses to give any information about the alleged theft and even rejects the offered forgiveness, intending not to run away but cognizant of the potential national scandal. Seemingly hardened and unmovable by the pleas, Arthur is handed over to the police who, despite their rigorous efforts, find no evidence of the jewels.",749
Sherlock Homes,11,8,"['This morning he was removed to a cell, and I, after going through all thepolice formalities, have hurried round to you to implore you to use your skillin unravelling the matter. The police have openly confessed that they can atpresent make nothing of it. You may go to any expense which you thinknecessary. I have already offered a reward of £ 1000. My God, what shall I do!I have lost my honour, my gems, and my son in one night. Oh, what shall Ido!” He put a hand on either side of his head and rocked himself to and fro, droningto himself like a child whose grief has got beyond words. Sherlock Holmes sat silent for some few minutes, with his brows knitted and hiseyes fixed upon the fire. “Do you receive much company?” he asked. “None save my partner with his family and an occasional friend ofArthur’s. Sir George Burnwell has been several times lately. No one else,I think.” “Do you go out much in society?” “Arthur does. Mary and I stay at home. We neither of us care forit.” “That is unusual in a young girl.” “She is of a quiet nature. Besides, she is not so very young. She isfour-and-twenty.” “This matter, from what you say, seems to have been a shock to heralso.” “Terrible! She is even more affected than I.” “You have neither of you any doubt as to your son’s guilt?” “How can we have when I saw him with my own eyes with the coronet in hishands.” “I hardly consider that a conclusive proof. Was the remainder of thecoronet at all injured?” “Yes, it was twisted.” “Do you not think, then, that he might have been trying to straightenit?” “God bless you! You are doing what you can for him and for me. But it istoo heavy a task. What was he doing there at all? If his purpose were innocent,why did he not say so?” “Precisely. And if it were guilty, why did he not invent a lie? Hissilence appears to me to cut both ways. There are several singular points aboutthe case. What did the police think of the noise which awoke you from yoursleep?” “They considered that it might be caused by Arthur’s closing hisbedroom door.” “A likely story! As if a man bent on felony would slam his door so as towake a household. What did they say, then, of the disappearance of thesegems?” “They are still sounding the planking and probing the furniture in thehope of finding them.” “Have they thought of looking outside the house?” “Yes, they have shown extraordinary energy. The whole garden has alreadybeen minutely examined.” “Now, my dear sir,” said Holmes, “is it not obvious to younow that this matter really strikes very much deeper than either you or thepolice were at first inclined to think? It appeared to you to be a simple case;to me it seems exceedingly complex. Consider what is involved by your theory.You suppose that your son came down from his bed, went, at great risk, to yourdressing-room, opened your bureau, took out your coronet, broke off by main']",2870,"The narrative features a man who has come to Sherlock Holmes for help, after having lost his honor, gems, and his son in one night. He urgently wants Holmes to use his skills to solve the mystery that has left the police puzzled. The man believes his son is guilty because he saw him with the coronet in his hands. Holmes though, finds this evidence inconclusive, and suggests there may be more depth to the case, particularly the fact that no logical explanation has been provided for his son's presence in the room or his silence. He also finds the police's attempt to locate the missing gems inside the house insufficient, suggesting they look outside. Holmes believes the case to be complex rather than simple as it initially appeared to the distraught man and the police.",776
Sherlock Homes,11,9,"['force a small portion of it, went off to some other place, concealed three gemsout of the thirty-nine, with such skill that nobody can find them, and thenreturned with the other thirty-six into the room in which he exposed himself tothe greatest danger of being discovered. I ask you now, is such a theorytenable?” “But what other is there?” cried the banker with a gesture ofdespair. “If his motives were innocent, why does he not explainthem?” “It is our task to find that out,” replied Holmes; “so now,if you please, Mr. Holder, we will set off for Streatham together, and devotean hour to glancing a little more closely into details.” My friend insisted upon my accompanying them in their expedition, which I waseager enough to do, for my curiosity and sympathy were deeply stirred by thestory to which we had listened. I confess that the guilt of the banker’sson appeared to me to be as obvious as it did to his unhappy father, but stillI had such faith in Holmes’ judgment that I felt that there must be somegrounds for hope as long as he was dissatisfied with the accepted explanation.He hardly spoke a word the whole way out to the southern suburb, but sat withhis chin upon his breast and his hat drawn over his eyes, sunk in the deepestthought. Our client appeared to have taken fresh heart at the little glimpse ofhope which had been presented to him, and he even broke into a desultory chatwith me over his business affairs. A short railway journey and a shorter walkbrought us to Fairbank, the modest residence of the great financier. Fairbank was a good-sized square house of white stone, standing back a littlefrom the road. A double carriage-sweep, with a snow-clad lawn, stretched downin front to two large iron gates which closed the entrance. On the right sidewas a small wooden thicket, which led into a narrow path between two neathedges stretching from the road to the kitchen door, and forming thetradesmen’s entrance. On the left ran a lane which led to the stables,and was not itself within the grounds at all, being a public, though littleused, thoroughfare. Holmes left us standing at the door and walked slowly allround the house, across the front, down the tradesmen’s path, and soround by the garden behind into the stable lane. So long was he that Mr. Holderand I went into the dining-room and waited by the fire until he should return.We were sitting there in silence when the door opened and a young lady came in.She was rather above the middle height, slim, with dark hair and eyes, whichseemed the darker against the absolute pallor of her skin. I do not think thatI have ever seen such deadly paleness in a woman’s face. Her lips, too,were bloodless, but her eyes were flushed with crying. As she swept silentlyinto the room she impressed me with a greater sense of grief than the bankerhad done in the morning, and it was the more striking in her as she was']",2894,"This passage is from a Sherlock Holmes story in which a man is accused of stealing three gems and hiding them so cleverly, no one can find them. Sherlock Holmes and his companion are tasked with figuring out whether the accused man is innocent or guilty. While the evidence seems to clearly point to the man's guilt, Holmes is not yet convinced. He, his friend, and the accuser head to the man's residence to investigate the matter further. The property is carefully described to set the scene. During their visit, a grief-stricken woman, demonstrating clear signs of distress, enters the room, adding a new layer of intrigue to the story.",639
Sherlock Homes,11,10,"['evidently a woman of strong character, with immense capacity forself-restraint. Disregarding my presence, she went straight to her uncle andpassed her hand over his head with a sweet womanly caress. “You have given orders that Arthur should be liberated, have you not,dad?” she asked. “No, no, my girl, the matter must be probed to the bottom.” “But I am so sure that he is innocent. You know what woman’sinstincts are. I know that he has done no harm and that you will be sorry forhaving acted so harshly.” “Why is he silent, then, if he is innocent?” “Who knows? Perhaps because he was so angry that you should suspecthim.” “How could I help suspecting him, when I actually saw him with thecoronet in his hand?” “Oh, but he had only picked it up to look at it. Oh, do, do take my wordfor it that he is innocent. Let the matter drop and say no more. It is sodreadful to think of our dear Arthur in prison!” “I shall never let it drop until the gems are found—never, Mary!Your affection for Arthur blinds you as to the awful consequences to me. Farfrom hushing the thing up, I have brought a gentleman down from London toinquire more deeply into it.” “This gentleman?” she asked, facing round to me. “No, his friend. He wished us to leave him alone. He is round in thestable lane now.” “The stable lane?” She raised her dark eyebrows. “What can hehope to find there? Ah! this, I suppose, is he. I trust, sir, that you willsucceed in proving, what I feel sure is the truth, that my cousin Arthur isinnocent of this crime.” “I fully share your opinion, and I trust, with you, that we may proveit,” returned Holmes, going back to the mat to knock the snow from hisshoes. “I believe I have the honour of addressing Miss Mary Holder. MightI ask you a question or two?” “Pray do, sir, if it may help to clear this horrible affair up.” “You heard nothing yourself last night?” “Nothing, until my uncle here began to speak loudly. I heard that, and Icame down.” “You shut up the windows and doors the night before. Did you fasten allthe windows?” “Yes.” “Were they all fastened this morning?” “Yes.” “You have a maid who has a sweetheart? I think that you remarked to youruncle last night that she had been out to see him?” “Yes, and she was the girl who waited in the drawing-room, and who mayhave heard uncle’s remarks about the coronet.” “I see. You infer that she may have gone out to tell her sweetheart, andthat the two may have planned the robbery.” “But what is the good of all these vague theories,” cried thebanker impatiently, “when I have told you that I saw Arthur with thecoronet in his hands?” “Wait a little, Mr. Holder. We must come back to that. About this girl,Miss Holder. You saw her return by the kitchen door, I presume?” “Yes; when I went to see if the door was fastened for the night I met herslipping in. I saw the man, too, in the gloom.” “Do you know him?”']",2876,"In this passage, a woman named Mary pleads for her cousin, Arthur's innocence, who is currently in prison. The accusation is about Arthur stealing some gems. Mary and her uncle, a banker, disagreed about Arthur's innocence. The uncle said he saw Arthur with the gems. Mary suggested Arthur had only picked them up to look at them. Despite Mary's insistence and her belief in her cousin's innocence, her uncle decided to have a gentleman from London investigate the matter deeply. The uncle and the gentleman started to probe Mary about the night of the incident, and they began suspecting the maid who is known to have a boyfriend and could have possibly planned the robbery.",676
Sherlock Homes,11,11,"['“Do you know him?” “Oh, yes! he is the greengrocer who brings our vegetables round. Hisname is Francis Prosper.” “He stood,” said Holmes, “to the left of the door—thatis to say, farther up the path than is necessary to reach the door?” “Yes, he did.” “And he is a man with a wooden leg?” Something like fear sprang up in the young lady’s expressive black eyes.“Why, you are like a magician,” said she. “How do you knowthat?” She smiled, but there was no answering smile in Holmes’thin, eager face. “I should be very glad now to go upstairs,” said he. “I shallprobably wish to go over the outside of the house again. Perhaps I had bettertake a look at the lower windows before I go up.” He walked swiftly round from one to the other, pausing only at the large onewhich looked from the hall onto the stable lane. This he opened and made a verycareful examination of the sill with his powerful magnifying lens. “Nowwe shall go upstairs,” said he at last. The banker’s dressing-room was a plainly furnished little chamber, with agrey carpet, a large bureau, and a long mirror. Holmes went to the bureau firstand looked hard at the lock. “Which key was used to open it?” he asked. “That which my son himself indicated—that of the cupboard of thelumber-room.” “Have you it here?” “That is it on the dressing-table.” Sherlock Holmes took it up and opened the bureau. “It is a noiseless lock,” said he. “It is no wonder that itdid not wake you. This case, I presume, contains the coronet. We must have alook at it.” He opened the case, and taking out the diadem he laid itupon the table. It was a magnificent specimen of the jeweller’s art, andthe thirty-six stones were the finest that I have ever seen. At one side of thecoronet was a cracked edge, where a corner holding three gems had been tornaway. “Now, Mr. Holder,” said Holmes, “here is the corner whichcorresponds to that which has been so unfortunately lost. Might I beg that youwill break it off.” The banker recoiled in horror. “I should not dream of trying,” saidhe. “Then I will.” Holmes suddenly bent his strength upon it, butwithout result. “I feel it give a little,” said he; “but,though I am exceptionally strong in the fingers, it would take me all my timeto break it. An ordinary man could not do it. Now, what do you think wouldhappen if I did break it, Mr. Holder? There would be a noise like a pistolshot. Do you tell me that all this happened within a few yards of your bed andthat you heard nothing of it?” “I do not know what to think. It is all dark to me.” “But perhaps it may grow lighter as we go. What do you think, MissHolder?” “I confess that I still share my uncle’s perplexity.” “Your son had no shoes or slippers on when you saw him?” “He had nothing on save only his trousers and shirt.” “Thank you. We have certainly been favoured with extraordinary luckduring this inquiry, and it will be entirely our own fault if we do not succeed']",2913,"Sherlock Holmes, the protagonist, is conducting an investigation into a mysterious incident involving a greengrocer named Francis Prosper, a damaged piece of valuable jewellery, and a young man who was found without shoes. Holmes displays his skills for detailed observation and deductive reasoning, as he inspects the household surroundings closely, unnerving some of the characters with his insights. He is perplexed as to how a robbery could have occurred without disturbing any of the residents, and suspects the son to be involved. Equipped with a noiseless lock and magnifying lens, he embarks on examining the silhouettes and corners of the house. Despite some obstacles and confusions, Holmes holds on to the hope of completing the inquiry successfully.",761
