"book_name", "chapter_number", "chunk_list_id", "original_text_chunk", "original_text_chunk_char_count","summary_chunk","summary_text_chunk_char_count"
Sherlock Homes,12,1,"['“To the man wholoves art for its own sake,” remarked Sherlock Holmes, tossing aside theadvertisement sheet of The Daily Telegraph, “it is frequently inits least important and lowliest manifestations that the keenest pleasure is tobe derived. It is pleasant to me to observe, Watson, that you have so fargrasped this truth that in these little records of our cases which you havebeen good enough to draw up, and, I am bound to say, occasionally to embellish,you have given prominence not so much to the many causes célèbres andsensational trials in which I have figured but rather to those incidents whichmay have been trivial in themselves, but which have given room for thosefaculties of deduction and of logical synthesis which I have made my specialprovince.” “And yet,” said I, smiling, “I cannot quite hold myselfabsolved from the charge of sensationalism which has been urged against myrecords.” “You have erred, perhaps,” he observed, taking up a glowing cinderwith the tongs and lighting with it the long cherry-wood pipe which was wont toreplace his clay when he was in a disputatious rather than a meditativemood—“you have erred perhaps in attempting to put colour and lifeinto each of your statements instead of confining yourself to the task ofplacing upon record that severe reasoning from cause to effect which is reallythe only notable feature about the thing.” “It seems to me that I have done you full justice in the matter,” Iremarked with some coldness, for I was repelled by the egotism which I had morethan once observed to be a strong factor in my friend’s singularcharacter. “No, it is not selfishness or conceit,” said he, answering, as washis wont, my thoughts rather than my words. “If I claim full justice formy art, it is because it is an impersonal thing—a thing beyond myself.Crime is common. Logic is rare. Therefore it is upon the logic rather than uponthe crime that you should dwell. You have degraded what should have been acourse of lectures into a series of tales.” It was a cold morning of the early spring, and we sat after breakfast on eitherside of a cheery fire in the old room at Baker Street. A thick fog rolled downbetween the lines of dun-coloured houses, and the opposing windows loomed likedark, shapeless blurs through the heavy yellow wreaths. Our gas was lit andshone on the white cloth and glimmer of china and metal, for the table had notbeen cleared yet. Sherlock Holmes had been silent all the morning, dippingcontinuously into the advertisement columns of a succession of papers until atlast, having apparently given up his search, he had emerged in no very sweettemper to lecture me upon my literary shortcomings. “At the same time,” he remarked after a pause, during which he hadsat puffing at his long pipe and gazing down into the fire, “you canhardly be open to a charge of sensationalism, for out of these cases which you']",2883,"Sherlock Holmes praises Dr. Watson for focusing on the logic and deduction applied in their cases, rather than the sensational aspects, in the accounts Watson has written. However, Holmes criticises Watson for adding 'colour and life' to the stories, believing it detracts from the logical process. Watson defends himself and hints that Holmes comes across as egotistical, a notion Holmes dismisses, stating his insistence on logic is about giving 'justice' to his art. The conversation takes place over breakfast in their shared Baker Street residence, during a foggy spring morning.",584
Sherlock Homes,12,2,"['have been so kind as to interest yourself in, a fair proportion do not treat ofcrime, in its legal sense, at all. The small matter in which I endeavoured tohelp the King of Bohemia, the singular experience of Miss Mary Sutherland, theproblem connected with the man with the twisted lip, and the incident of thenoble bachelor, were all matters which are outside the pale of the law. But inavoiding the sensational, I fear that you may have bordered on thetrivial.” “The end may have been so,” I answered, “but the methods Ihold to have been novel and of interest.” “Pshaw, my dear fellow, what do the public, the great unobservant public,who could hardly tell a weaver by his tooth or a compositor by his left thumb,care about the finer shades of analysis and deduction! But, indeed, if you aretrivial, I cannot blame you, for the days of the great cases are past. Man, orat least criminal man, has lost all enterprise and originality. As to my ownlittle practice, it seems to be degenerating into an agency for recovering lostlead pencils and giving advice to young ladies from boarding-schools. I thinkthat I have touched bottom at last, however. This note I had this morning marksmy zero-point, I fancy. Read it!” He tossed a crumpled letter across tome. It was dated from Montague Place upon the preceding evening, and ran thus: “DEAR MR. HOLMES,—I am very anxious to consult you as to whether Ishould or should not accept a situation which has been offered to me asgoverness. I shall call at half-past ten to-morrow if I do not inconvenienceyou. Yours faithfully, “VIOLET HUNTER.” “Do you know the young lady?” I asked. “Not I.” “It is half-past ten now.” “Yes, and I have no doubt that is her ring.” “It may turn out to be of more interest than you think. You remember thatthe affair of the blue carbuncle, which appeared to be a mere whim at first,developed into a serious investigation. It may be so in this case, also.” “Well, let us hope so. But our doubts will very soon be solved, for here,unless I am much mistaken, is the person in question.” As he spoke the door opened and a young lady entered the room. She was plainlybut neatly dressed, with a bright, quick face, freckled like a plover’segg, and with the brisk manner of a woman who has had her own way to make inthe world. “You will excuse my troubling you, I am sure,” said she, as mycompanion rose to greet her, “but I have had a very strange experience,and as I have no parents or relations of any sort from whom I could ask advice,I thought that perhaps you would be kind enough to tell me what I shoulddo.” “Pray take a seat, Miss Hunter. I shall be happy to do anything that Ican to serve you.” I could see that Holmes was favourably impressed by the manner and speech ofhis new client. He looked her over in his searching fashion, and then composedhimself, with his lids drooping and his finger-tips together, to listen to herstory.']",2908,"The text involves a conversation between the protagonist (presumably Sherlock Holmes) and a visitor. Holmes expresses dissatisfaction with the triviality of recent cases, missing the days of more significant investigations. Suddenly, a note arrives from a young lady called Violet Hunter, seeking advice on accepting a governess job. Holmes sees potential for intrigue in this seemingly mundane situation, comparing it to the 'affair of the blue carbuncle.' Violet Hunter arrives for her appointment, impressing Holmes with her demeanor and speech. She has no family for guidance, so she sought out Holmes for advice on her peculiar situation. Intending to serve her, Holmes settles down to listen to her story, thereby hinting the start of a potentially interesting case.",772
Sherlock Homes,12,3,"['story. “I have been a governess for five years,” said she, “in thefamily of Colonel Spence Munro, but two months ago the colonel received anappointment at Halifax, in Nova Scotia, and took his children over to Americawith him, so that I found myself without a situation. I advertised, and Ianswered advertisements, but without success. At last the little money which Ihad saved began to run short, and I was at my wit’s end as to what Ishould do. “There is a well-known agency for governesses in the West End calledWestaway’s, and there I used to call about once a week in order to seewhether anything had turned up which might suit me. Westaway was the name ofthe founder of the business, but it is really managed by Miss Stoper. She sitsin her own little office, and the ladies who are seeking employment wait in ananteroom, and are then shown in one by one, when she consults her ledgers andsees whether she has anything which would suit them. “Well, when I called last week I was shown into the little office asusual, but I found that Miss Stoper was not alone. A prodigiously stout manwith a very smiling face and a great heavy chin which rolled down in fold uponfold over his throat sat at her elbow with a pair of glasses on his nose,looking very earnestly at the ladies who entered. As I came in he gave quite ajump in his chair and turned quickly to Miss Stoper. “‘That will do,’ said he; ‘I could not ask foranything better. Capital! capital!’ He seemed quite enthusiastic andrubbed his hands together in the most genial fashion. He was such acomfortable-looking man that it was quite a pleasure to look at him. “‘You are looking for a situation, miss?’ he asked. “‘Yes, sir.’ “‘As governess?’ “‘Yes, sir.’ “‘And what salary do you ask?’ “‘I had £ 4 a month in my last place with Colonel SpenceMunro.’ “‘Oh, tut, tut! sweating—rank sweating!’ hecried, throwing his fat hands out into the air like a man who is in a boilingpassion. ‘How could anyone offer so pitiful a sum to a lady with suchattractions and accomplishments?’ “‘My accomplishments, sir, may be less than youimagine,’ said I. ‘A little French, a little German, music, anddrawing—’ “‘Tut, tut!’ he cried. ‘This is all quite besidethe question. The point is, have you or have you not the bearing and deportmentof a lady? There it is in a nutshell. If you have not, you are not fitted forthe rearing of a child who may some day play a considerable part in the historyof the country. But if you have why, then, how could any gentleman ask you tocondescend to accept anything under the three figures? Your salary with me,madam, would commence at £ 100 a year.’ “You may imagine, Mr. Holmes, that to me, destitute as I was, such anoffer seemed almost too good to be true. The gentleman, however, seeing perhapsthe look of incredulity upon my face, opened a pocket-book and took out a note. “‘It is also my custom,’ said he, smiling in the most']",2911,"The protagonist of the story is a governess who recently lost her job, after working for Colonel Spence Munro for five years, when he moved to America. Struggling to find a new employment, she approaches a well-known governess agency in West End, managed by Miss Stoper. During one of the meetings, a fat man with a smiling face expresses great enthusiasm upon seeing her. He questions her about her salary expectations, to which she innocently shares her previous salary of £4 a month. He seems appalled and offers her a position with a salary of £100 a year, emphasizing the importance of good upbringing for a future influential figure. The governess is left in disbelief at the seemingly generous offer.",707
Sherlock Homes,12,4,"['pleasant fashion until his eyes were just two little shining slits amid thewhite creases of his face, ‘to advance to my young ladies half theirsalary beforehand, so that they may meet any little expenses of their journeyand their wardrobe.’ “It seemed to me that I had never met so fascinating and so thoughtful aman. As I was already in debt to my tradesmen, the advance was a greatconvenience, and yet there was something unnatural about the whole transactionwhich made me wish to know a little more before I quite committed myself. “‘May I ask where you live, sir?’ said I. “‘Hampshire. Charming rural place. The Copper Beeches, fivemiles on the far side of Winchester. It is the most lovely country, my dearyoung lady, and the dearest old country-house.’ “‘And my duties, sir? I should be glad to know what theywould be.’ “‘One child—one dear little romper just six years old.Oh, if you could see him killing cockroaches with a slipper! Smack! smack!smack! Three gone before you could wink!’ He leaned back in his chair andlaughed his eyes into his head again. “I was a little startled at the nature of the child’s amusement,but the father’s laughter made me think that perhaps he was joking. “‘My sole duties, then,’ I asked, ‘are to takecharge of a single child?’ “‘No, no, not the sole, not the sole, my dear younglady,’ he cried. ‘Your duty would be, as I am sure your good sensewould suggest, to obey any little commands my wife might give, provided alwaysthat they were such commands as a lady might with propriety obey. You see nodifficulty, heh?’ “‘I should be happy to make myself useful.’ “‘Quite so. In dress now, for example. We are faddy people,you know—faddy but kind-hearted. If you were asked to wear any dresswhich we might give you, you would not object to our little whim. Heh?’ “‘No,’ said I, considerably astonished at his words. “‘Or to sit here, or sit there, that would not be offensiveto you?’ “‘Oh, no.’ “‘Or to cut your hair quite short before you come tous?’ “I could hardly believe my ears. As you may observe, Mr. Holmes, my hairis somewhat luxuriant, and of a rather peculiar tint of chestnut. It has beenconsidered artistic. I could not dream of sacrificing it in this offhandfashion. “‘I am afraid that that is quite impossible,’ said I.He had been watching me eagerly out of his small eyes, and I could see a shadowpass over his face as I spoke. “‘I am afraid that it is quite essential,’ said he.‘It is a little fancy of my wife’s, and ladies’ fancies, youknow, madam, ladies’ fancies must be consulted. And so you won’tcut your hair?’ “‘No, sir, I really could not,’ I answered firmly. “‘Ah, very well; then that quite settles the matter. It is apity, because in other respects you would really have done very nicely. In thatcase, Miss Stoper, I had best inspect a few more of your young ladies.’ “The manageress had sat all this while busy with her papers without a']",2906,"The protagonist inquires about a job she heard of, and speaks with a charming yet peculiar man, who offers her half of her salary in advance for work at his rural home, Copper Beeches in Hampshire. The main duty is taking care of his six-year-old child. However, the man also indicates that she should obey any commands his wife gives and be ready to accommodate their whims. She is also told she might have to alter her dress and cut her hair, which she particularly refuses. Upon her refusal to cut her hair, the man seems disappointed and decides to look for other suitable candidates.",588
Sherlock Homes,12,5,"['word to either of us, but she glanced at me now with so much annoyance upon herface that I could not help suspecting that she had lost a handsome commissionthrough my refusal. “‘Do you desire your name to be kept upon the books?’she asked. “‘If you please, Miss Stoper.’ “‘Well, really, it seems rather useless, since you refuse themost excellent offers in this fashion,’ said she sharply. ‘You canhardly expect us to exert ourselves to find another such opening for you.Good-day to you, Miss Hunter.’ She struck a gong upon the table, and Iwas shown out by the page. “Well, Mr. Holmes, when I got back to my lodgings and found little enoughin the cupboard, and two or three bills upon the table, I began to ask myselfwhether I had not done a very foolish thing. After all, if these people hadstrange fads and expected obedience on the most extraordinary matters, theywere at least ready to pay for their eccentricity. Very few governesses inEngland are getting £ 100 a year. Besides, what use was my hair to me? Manypeople are improved by wearing it short and perhaps I should be among thenumber. Next day I was inclined to think that I had made a mistake, and by theday after I was sure of it. I had almost overcome my pride so far as to go backto the agency and inquire whether the place was still open when I received thisletter from the gentleman himself. I have it here and I will read it to you: “‘The Copper Beeches, near Winchester.“‘DEAR MISS HUNTER,—Miss Stoper has very kindly given me youraddress, and I write from here to ask you whether you have reconsidered yourdecision. My wife is very anxious that you should come, for she has been muchattracted by my description of you. We are willing to give £ 30 a quarter, or £120 a year, so as to recompense you for any little inconvenience which our fadsmay cause you. They are not very exacting, after all. My wife is fond of aparticular shade of electric blue and would like you to wear such a dressindoors in the morning. You need not, however, go to the expense of purchasingone, as we have one belonging to my dear daughter Alice (now in Philadelphia),which would, I should think, fit you very well. Then, as to sitting here orthere, or amusing yourself in any manner indicated, that need cause you noinconvenience. As regards your hair, it is no doubt a pity, especially as Icould not help remarking its beauty during our short interview, but I am afraidthat I must remain firm upon this point, and I only hope that the increasedsalary may recompense you for the loss. Your duties, as far as the child isconcerned, are very light. Now do try to come, and I shall meet you with thedog-cart at Winchester. Let me know your train. Yours faithfully, “‘JEPHRO RUCASTLE.’ “That is the letter which I have just received, Mr. Holmes, and my mindis made up that I will accept it. I thought, however, that before taking thefinal step I should like to submit the whole matter to your']",2937,"Miss Hunter receives a generous offer to become a governess, but initially refuses due to the employer's odd requests such as cutting her hair and wearing a specific dress. Upon realizing how dire her financial situation is, she begins to reconsider the offer. After expressing her doubts to the agency, she receives a letter from her prospective employer, Mr. Rucastle, offering a higher salary and diminishing the oddness of his requests. Finally, she decides to accept the offer but not before consulting Mr. Holmes on her decision.",535
Sherlock Homes,12,6,"['consideration.” “Well, Miss Hunter, if your mind is made up, that settles thequestion,” said Holmes, smiling. “But you would not advise me to refuse?” “I confess that it is not the situation which I should like to see asister of mine apply for.” “What is the meaning of it all, Mr. Holmes?” “Ah, I have no data. I cannot tell. Perhaps you have yourself formed someopinion?” “Well, there seems to me to be only one possible solution. Mr. Rucastleseemed to be a very kind, good-natured man. Is it not possible that his wife isa lunatic, that he desires to keep the matter quiet for fear she should betaken to an asylum, and that he humours her fancies in every way in order toprevent an outbreak?” “That is a possible solution—in fact, as matters stand, it is themost probable one. But in any case it does not seem to be a nice household fora young lady.” “But the money, Mr. Holmes, the money!” “Well, yes, of course the pay is good—too good. That is what makesme uneasy. Why should they give you £ 120 a year, when they could have theirpick for £ 40? There must be some strong reason behind.” “I thought that if I told you the circumstances you would understandafterwards if I wanted your help. I should feel so much stronger if I felt thatyou were at the back of me.” “Oh, you may carry that feeling away with you. I assure you that yourlittle problem promises to be the most interesting which has come my way forsome months. There is something distinctly novel about some of the features. Ifyou should find yourself in doubt or in danger—” “Danger! What danger do you foresee?” Holmes shook his head gravely. “It would cease to be a danger if we coulddefine it,” said he. “But at any time, day or night, a telegramwould bring me down to your help.” “That is enough.” She rose briskly from her chair with the anxietyall swept from her face. “I shall go down to Hampshire quite easy in mymind now. I shall write to Mr. Rucastle at once, sacrifice my poor hairto-night, and start for Winchester to-morrow.” With a few grateful wordsto Holmes she bade us both good-night and bustled off upon her way. “At least,” said I as we heard her quick, firm steps descending thestairs, “she seems to be a young lady who is very well able to take careof herself.” “And she would need to be,” said Holmes gravely. “I am muchmistaken if we do not hear from her before many days are past.” It was not very long before my friend’s prediction was fulfilled. Afortnight went by, during which I frequently found my thoughts turning in herdirection and wondering what strange side-alley of human experience this lonelywoman had strayed into. The unusual salary, the curious conditions, the lightduties, all pointed to something abnormal, though whether a fad or a plot, orwhether the man were a philanthropist or a villain, it was quite beyond mypowers to determine. As to Holmes, I observed that he sat frequently for half']",2902,"Holmes and the protagonist, Miss Hunter, discuss the peculiar circumstances of her employment opportunity with a man named Mr. Rucastle, who offers an unusually high salary to take care of his allegedly lunatic wife. Despite the good pay, the mysterious conditions of the employement, along with Mr. Rucastle's overly generous offer, make both Holmes and Miss Hunter suspicious. Holmes encourages Miss Hunter to accept the position but stay wary, assuring her that he will come to her aid should she find herself in any danger. Miss Hunter, reassured by Holmes' promise of support, decides to take the job and heads to Hampshire. Holmes predicts they'll hear from her soon. The protagonist is left intrigued by the unusual circumstances, unable to decipher whether the situation is a dangerous plot or simply abnormal.",818
Sherlock Homes,12,7,"['an hour on end, with knitted brows and an abstracted air, but he swept thematter away with a wave of his hand when I mentioned it. “Data! data!data!” he cried impatiently. “I can’t make bricks withoutclay.” And yet he would always wind up by muttering that no sister of hisshould ever have accepted such a situation. The telegram which we eventually received came late one night just as I wasthinking of turning in and Holmes was settling down to one of those all-nightchemical researches which he frequently indulged in, when I would leave himstooping over a retort and a test-tube at night and find him in the sameposition when I came down to breakfast in the morning. He opened the yellowenvelope, and then, glancing at the message, threw it across to me. “Just look up the trains in Bradshaw,” said he, and turned back tohis chemical studies. The summons was a brief and urgent one. “Please be at the Black Swan Hotel at Winchester at middayto-morrow,” it said. “Do come! I am at my wit’s end. “HUNTER.” “Will you come with me?” asked Holmes, glancing up. “I should wish to.” “Just look it up, then.” “There is a train at half-past nine,” said I, glancing over myBradshaw. “It is due at Winchester at 11:30.” “That will do very nicely. Then perhaps I had better postpone my analysisof the acetones, as we may need to be at our best in the morning.” By eleven o’clock the next day we were well upon our way to the oldEnglish capital. Holmes had been buried in the morning papers all the way down,but after we had passed the Hampshire border he threw them down and began toadmire the scenery. It was an ideal spring day, a light blue sky, flecked withlittle fleecy white clouds drifting across from west to east. The sun wasshining very brightly, and yet there was an exhilarating nip in the air, whichset an edge to a man’s energy. All over the countryside, away to therolling hills around Aldershot, the little red and grey roofs of thefarm-steadings peeped out from amid the light green of the new foliage. “Are they not fresh and beautiful?” I cried with all the enthusiasmof a man fresh from the fogs of Baker Street. But Holmes shook his head gravely. “Do you know, Watson,” said he, “that it is one of the cursesof a mind with a turn like mine that I must look at everything with referenceto my own special subject. You look at these scattered houses, and you areimpressed by their beauty. I look at them, and the only thought which comes tome is a feeling of their isolation and of the impunity with which crime may becommitted there.” “Good heavens!” I cried. “Who would associate crime withthese dear old homesteads?” “They always fill me with a certain horror. It is my belief, Watson,founded upon my experience, that the lowest and vilest alleys in London do notpresent a more dreadful record of sin than does the smiling and beautifulcountryside.” “You horrify me!”']",2880,"Sherlock Holmes finds it impossible to ignore a mysterious telegram he receives late one night, requesting his urgent presence in the English city of Winchester. The sender, a person named Hunter, voices a desperate plea for help. Despite being initially preoccupied with a chemical study, Holmes decides to travel to Winchester the next day. Accompanied by Watson, they travel through a picturesque English countryside where they engage in a discussion about the nature of crime. While observing the isolated, charming houses scattered in the countryside, Holmes suggests that he views the isolation as an opportunity for untraceable crime to be committed, much to Watson's astonishment.",688
Sherlock Homes,12,8,"['countryside.” “You horrify me!” “But the reason is very obvious. The pressure of public opinion can do inthe town what the law cannot accomplish. There is no lane so vile that thescream of a tortured child, or the thud of a drunkard’s blow, does notbeget sympathy and indignation among the neighbours, and then the wholemachinery of justice is ever so close that a word of complaint can set itgoing, and there is but a step between the crime and the dock. But look atthese lonely houses, each in its own fields, filled for the most part with poorignorant folk who know little of the law. Think of the deeds of hellishcruelty, the hidden wickedness which may go on, year in, year out, in suchplaces, and none the wiser. Had this lady who appeals to us for help gone tolive in Winchester, I should never have had a fear for her. It is the fivemiles of country which makes the danger. Still, it is clear that she is notpersonally threatened.” “No. If she can come to Winchester to meet us she can get away.” “Quite so. She has her freedom.” “What can be the matter, then? Can you suggest noexplanation?” “I have devised seven separate explanations, each of which would coverthe facts as far as we know them. But which of these is correct can only bedetermined by the fresh information which we shall no doubt find waiting forus. Well, there is the tower of the cathedral, and we shall soon learn all thatMiss Hunter has to tell.” The Black Swan is an inn of repute in the High Street, at no distance from thestation, and there we found the young lady waiting for us. She had engaged asitting-room, and our lunch awaited us upon the table. “I am so delighted that you have come,” she said earnestly.“It is so very kind of you both; but indeed I do not know what I shoulddo. Your advice will be altogether invaluable to me.” “Pray tell us what has happened to you.” “I will do so, and I must be quick, for I have promised Mr. Rucastle tobe back before three. I got his leave to come into town this morning, though helittle knew for what purpose.” “Let us have everything in its due order.” Holmes thrust his longthin legs out towards the fire and composed himself to listen. “In the first place, I may say that I have met, on the whole, with noactual ill-treatment from Mr. and Mrs. Rucastle. It is only fair to them to saythat. But I cannot understand them, and I am not easy in my mind aboutthem.” “What can you not understand?” “Their reasons for their conduct. But you shall have it all just as itoccurred. When I came down, Mr. Rucastle met me here and drove me in hisdog-cart to the Copper Beeches. It is, as he said, beautifully situated, but itis not beautiful in itself, for it is a large square block of a house,whitewashed, but all stained and streaked with damp and bad weather. There aregrounds round it, woods on three sides, and on the fourth a field which slopes']",2873,"A lady requests help from Sherlock Holmes, coming in from the countryside to meet him in Winchester under the pretense that she needs time away from her employers, the Rucastles. She reports no physical abuse from them, but says she's uneasy and confused about their behavior. Holmes, aware that crimes occurring in isolation are harder to recognize or address than those in a well-populated town, listens intently to the lady's story. They meet at an inn, Black Swan, where she begins to narrate her story in detail.",517
Sherlock Homes,12,9,"['down to the Southampton highroad, which curves past about a hundred yards fromthe front door. This ground in front belongs to the house, but the woods allround are part of Lord Southerton’s preserves. A clump of copper beechesimmediately in front of the hall door has given its name to the place. “I was driven over by my employer, who was as amiable as ever, and wasintroduced by him that evening to his wife and the child. There was no truth,Mr. Holmes, in the conjecture which seemed to us to be probable in your roomsat Baker Street. Mrs. Rucastle is not mad. I found her to be a silent,pale-faced woman, much younger than her husband, not more than thirty, I shouldthink, while he can hardly be less than forty-five. From their conversation Ihave gathered that they have been married about seven years, that he was awidower, and that his only child by the first wife was the daughter who hasgone to Philadelphia. Mr. Rucastle told me in private that the reason why shehad left them was that she had an unreasoning aversion to her stepmother. Asthe daughter could not have been less than twenty, I can quite imagine that herposition must have been uncomfortable with her father’s young wife. “Mrs. Rucastle seemed to me to be colourless in mind as well as infeature. She impressed me neither favourably nor the reverse. She was anonentity. It was easy to see that she was passionately devoted both to herhusband and to her little son. Her light grey eyes wandered continually fromone to the other, noting every little want and forestalling it if possible. Hewas kind to her also in his bluff, boisterous fashion, and on the whole theyseemed to be a happy couple. And yet she had some secret sorrow, this woman.She would often be lost in deep thought, with the saddest look upon her face.More than once I have surprised her in tears. I have thought sometimes that itwas the disposition of her child which weighed upon her mind, for I have nevermet so utterly spoiled and so ill-natured a little creature. He is small forhis age, with a head which is quite disproportionately large. His whole lifeappears to be spent in an alternation between savage fits of passion and gloomyintervals of sulking. Giving pain to any creature weaker than himself seems tobe his one idea of amusement, and he shows quite remarkable talent in planningthe capture of mice, little birds, and insects. But I would rather not talkabout the creature, Mr. Holmes, and, indeed, he has little to do with mystory.” “I am glad of all details,” remarked my friend, “whether theyseem to you to be relevant or not.” “I shall try not to miss anything of importance. The one unpleasant thingabout the house, which struck me at once, was the appearance and conduct of theservants. There are only two, a man and his wife. Toller, for that is his name,is a rough, uncouth man, with grizzled hair and whiskers, and a perpetual smell']",2896,"The speaker is describing a house located near the Southampton highroad with a copper beeches in front of the hall door owned by Lord Southerton. The occupants of the house include the speaker's employer, his young wife, and their spoiled, ill-tempered son. The employer also has a daughter from a previous marriage who has moved to Philadelphia due to a supposed aversion to her stepmother. The wife is noted to be younger than the husband, appears to be always in deep thought, and often found in tears. The servants of the house are a couple named Toller, described as rough and uncouth.",590
Sherlock Homes,12,10,"['of drink. Twice since I have been with them he has been quite drunk, and yetMr. Rucastle seemed to take no notice of it. His wife is a very tall and strongwoman with a sour face, as silent as Mrs. Rucastle and much less amiable. Theyare a most unpleasant couple, but fortunately I spend most of my time in thenursery and my own room, which are next to each other in one corner of thebuilding. “For two days after my arrival at the Copper Beeches my life was veryquiet; on the third, Mrs. Rucastle came down just after breakfast and whisperedsomething to her husband. “‘Oh, yes,’ said he, turning to me, ‘we are verymuch obliged to you, Miss Hunter, for falling in with our whims so far as tocut your hair. I assure you that it has not detracted in the tiniest iota fromyour appearance. We shall now see how the electric-blue dress will become you.You will find it laid out upon the bed in your room, and if you would be sogood as to put it on we should both be extremely obliged.’ “The dress which I found waiting for me was of a peculiar shade of blue.It was of excellent material, a sort of beige, but it bore unmistakable signsof having been worn before. It could not have been a better fit if I had beenmeasured for it. Both Mr. and Mrs. Rucastle expressed a delight at the look ofit, which seemed quite exaggerated in its vehemence. They were waiting for mein the drawing-room, which is a very large room, stretching along the entirefront of the house, with three long windows reaching down to the floor. A chairhad been placed close to the central window, with its back turned towards it.In this I was asked to sit, and then Mr. Rucastle, walking up and down on theother side of the room, began to tell me a series of the funniest stories thatI have ever listened to. You cannot imagine how comical he was, and I laugheduntil I was quite weary. Mrs. Rucastle, however, who has evidently no sense ofhumour, never so much as smiled, but sat with her hands in her lap, and a sad,anxious look upon her face. After an hour or so, Mr. Rucastle suddenly remarkedthat it was time to commence the duties of the day, and that I might change mydress and go to little Edward in the nursery. “Two days later this same performance was gone through under exactlysimilar circumstances. Again I changed my dress, again I sat in the window, andagain I laughed very heartily at the funny stories of which my employer had animmense répertoire, and which he told inimitably. Then he handed me ayellow-backed novel, and moving my chair a little sideways, that my own shadowmight not fall upon the page, he begged me to read aloud to him. I read forabout ten minutes, beginning in the heart of a chapter, and then suddenly, inthe middle of a sentence, he ordered me to cease and to change my dress. “You can easily imagine, Mr. Holmes, how curious I became as to what themeaning of this extraordinary performance could possibly be. They were always']",2931,"The narrator is currently spending time with an unusual couple, the Rucastles, who often act strangely and unkindly. They forced her to cut her hair and wear a specific dress. The dress is a beautiful shade of blue, but it clearly has been worn before. Despite the peculiarity, the Rucastles express over-the-top delight about her appearance in the dress. They lead her to a large drawing room where Mr. Rucastle entertains her with funny stories. However, Mrs. Rucastle doesn't seem to enjoy the humour. Her time spent with the couple involves regularly changing her dresses and reading aloud from a novel. The narrator is perplexed and curious about their behaviour.",668
